name,company,place,salary,education,experience,label,scale,href,key_word,salary_avg,experience_years,education_level,scale_value,cluster
AI攻击策略研究员,某成都网络/信息安全公司,成都-锦江区,20-30k·13薪,本科,3-5年,某成都网络/信息安全公司 A轮,50-99人,https://www.liepin.com/a/71045289.shtml,AI,25.0,4.0,3,0,4
AI算法工程师,某成都通信设备公司,成都,21-40k,本科,经验不限,某成都通信设备公司 融资未公开,1-49人,https://www.liepin.com/a/69004975.shtml,AI,30.5,0.5,3,0,2
AI产品经理,某知名公司,成都,15-25k·13薪,硕士,3-5年,某知名公司,1-49人,https://www.liepin.com/a/69357143.shtml,AI,20.0,4.0,4,0,4
医疗AI平台高级研发工程师,,成都,30-40k·16薪,统招本科,5-10年,某大型知名人工智能公司 已上市,10000人以上,https://www.liepin.com/a/70816243.shtml,AI,35.0,7.5,3,5,1
电商运营经理（AI、潮玩、IP、新消费美妆）,某成都工业自动化公司,成都,30-35k,本科,3-5年,某成都工业自动化公司 D轮及以上,100-499人,https://www.liepin.com/a/71000139.shtml,AI,32.5,4.0,3,2,4
AI Infra工程师（全栈方向）,睿思芯科,成都-高新区,20-40k·14薪,本科,经验不限,睿思芯科 B轮,100-499人,https://www.liepin.com/job/1978057307.shtml,AI,30.0,0.5,3,2,2
AI应用工程师（高教大数据咨询领域）,麦可思数据,成都,15-30k·13薪,统招本科,1-5年,麦可思数据,100-499人,https://www.liepin.com/job/1973619571.shtml,AI,22.5,3.0,3,2,4
语言测试/AI车企/外企,新超硕科技(北京)有限公司,成都-高新区,8-10k,本科,经验不限,新超硕科技(北京)有限公司,500-999人,https://www.liepin.com/job/1978911429.shtml,AI,9.0,0.5,3,3,4
AI产品负责人,某成都互联网公司,成都,25-35k,本科,3-5年,某成都互联网公司,50-99人,https://www.liepin.com/a/68938745.shtml,AI,30.0,4.0,3,0,4
AI&大数据架构师,某北京大型学术/科研公司,成都-武侯区,30-50k·14薪,统招本科,5-10年,某北京大型学术/科研公司 天使轮,500-999人,https://www.liepin.com/a/71054417.shtml,AI,40.0,7.5,3,3,1
解决方案售前顾问-AI方向,某上海计算机软件公司,成都,15-25k,本科,3-5年,某上海计算机软件公司 A轮,50-99人,https://www.liepin.com/a/71069033.shtml,AI,20.0,4.0,3,0,4
前端开发工程师（API &AI World平台）,某北京大型工业自动化公司,成都,20-27k·13薪,统招本科,5-10年,某北京大型工业自动化公司 融资未公开,10000人以上,https://www.liepin.com/a/71006023.shtml,AI,23.5,7.5,3,5,1
AI测试专家（国企）,某知名公司,成都,30-60k,统招本科,5-10年,某知名公司 天使轮,500-999人,https://www.liepin.com/a/71035323.shtml,AI,45.0,7.5,3,3,1
前端开发工程师（API &AI World平台）,某北京大型智能硬件公司,成都-金牛区,20-27k,本科,3-5年,某北京大型智能硬件公司 融资未公开,10000人以上,https://www.liepin.com/a/70990401.shtml,AI,23.5,4.0,3,5,1
AI内容创作,某成都大型珠宝/首饰公司,成都,20-40k,大专,3-5年,某成都大型珠宝/首饰公司,500-999人,https://www.liepin.com/a/71229005.shtml,AI,30.0,4.0,2,3,4
AI工程师（甲方代表）（多语言AI聊天机器人项目）,成都固得好海外企业管理有限公司,成都-高新区,20-25k,学历不限,经验不限,成都固得好海外企业管理有限公司,50-99人,https://www.liepin.com/job/1978115879.shtml,AI,22.5,0.5,0,0,0
AI研发工程师-某央企控股,某成都知名公司,成都,25-40k·14薪,统招本科,5年以上,某成都知名公司 战略融资,100-499人,https://www.liepin.com/a/70728437.shtml,AI,32.5,5.0,3,2,1
AI座舱产品经理,某成都大型整车制造公司,成都-龙泉驿区,30-35k·14薪,统招本科,3-5年,某成都大型整车制造公司 战略融资,5000-10000人,https://www.liepin.com/a/71187149.shtml,AI,32.5,4.0,3,5,1
AI职能体产品经理,某成都大型在线教育公司,成都,20-40k,统招本科,经验不限,某成都大型在线教育公司 A轮,5000-10000人,https://www.liepin.com/a/71413985.shtml,AI,30.0,0.5,3,5,2
AI销售专家,某北京IT服务公司,成都,30-60k·15薪,本科,3-5年,某北京IT服务公司,1-49人,https://www.liepin.com/a/70618497.shtml,AI,45.0,4.0,3,0,4
AI解决方案架构师,某成都大型电子商务公司,成都-金牛区,25-40k,统招本科,5-10年,某成都大型电子商务公司 战略融资,500-999人,https://www.liepin.com/a/71079999.shtml,AI,32.5,7.5,3,3,1
AI项目负责人/技术主管,某成都电子/半导体/集成电路公司,成都-温江区,20-30k,本科,3-5年,某成都电子/半导体/集成电路公司 不需要融资,100-499人,https://www.liepin.com/a/70139203.shtml,AI,25.0,4.0,3,2,4
AI大模型/NLP/图像/推荐/机器学习/运筹/运动控制算法工程师,某大型世界500强通信设备公司,成都,20-40k·16薪,统招本科,经验不限,某大型世界500强通信设备公司 战略融资,10000人以上,https://www.liepin.com/a/71219103.shtml,AI,30.0,0.5,3,5,2
AI数字销售经理,某知名公司,成都,15-20k,学历不限,1年以下,某知名公司,50-99人,https://www.liepin.com/a/70473705.shtml,AI,17.5,1.0,0,0,0
AI产品经理,麦可思数据,成都,20-40k·13薪,硕士,3年以上,麦可思数据,100-499人,https://www.liepin.com/job/1977774451.shtml,AI,30.0,3.0,4,2,4
AI算法专家,某北京大型计算机软件公司,成都,40-60k,硕士,10年以上,某北京大型计算机软件公司 融资未公开,2000-5000人,https://www.liepin.com/a/69832569.shtml,AI,50.0,10.0,4,0,3
AI解决方案售前顾问-飞书渠道,字节跳动,成都-高新区,20-40k,本科,3-10年,字节跳动,10000人以上,https://www.liepin.com/job/1978314395.shtml,AI,30.0,6.5,3,5,1
项目经理（数字政府/智慧城市/AI）,某知名公司,成都,25-45k,硕士,5-10年,某知名公司 融资未公开,10000人以上,https://www.liepin.com/a/69063823.shtml,AI,35.0,7.5,4,5,1
HRBP总监-（AI业务）,某成都知名公司,成都,30-40k·16薪,本科,10年以上,某成都知名公司 已上市,1000-2000人,https://www.liepin.com/a/69242573.shtml,AI,35.0,10.0,3,0,3
AI编译器工程师,某大型世界500强通信设备公司,成都,90-120k·16薪,硕士,5-10年,某大型世界500强通信设备公司 战略融资,10000人以上,https://www.liepin.com/a/68949771.shtml,AI,105.0,7.5,4,5,5
算法工程师（AI+医疗大模型）,某知名公司,成都,35-65k,硕士,5-10年,某知名公司 天使轮,500-999人,https://www.liepin.com/a/71035271.shtml,AI,50.0,7.5,4,3,1
AI产品经理,某知名公司,成都,25-45k,硕士,5-10年,某知名公司 融资未公开,10000人以上,https://www.liepin.com/a/68974839.shtml,AI,35.0,7.5,4,5,1
AI Development Engineer（外资三大药企）,世界三大药厂之一,成都,20-40k,硕士,5-10年,世界三大药厂之一 不需要融资,10000人以上,https://www.liepin.com/a/70707113.shtml,AI,30.0,7.5,4,5,1
AI算法工程师（Agent),外资医疗信息技术服务公司,成都,20-30k·13薪,统招本科,1年以上,外资医疗信息技术服务公司,500-999人,https://www.liepin.com/a/71074757.shtml,AI,25.0,1.0,3,3,4
AI团队负责人,某成都电子/半导体/集成电路公司,成都-温江区,20-30k·13薪,学历不限,3-5年,某成都电子/半导体/集成电路公司 不需要融资,100-499人,https://www.liepin.com/a/70072513.shtml,AI,25.0,4.0,0,2,0
AI Engineer,某大型制药公司,成都,25-50k·13薪,硕士,3-5年,某大型制药公司 不需要融资,10000人以上,https://www.liepin.com/a/70704771.shtml,AI,37.5,4.0,4,5,1
AI算法工程師,鸿富锦精密电子(成都)有限公司,成都-高新区,20-50k·13薪,博士,经验不限,鸿富锦精密电子(成都)有限公司,10000人以上,https://www.liepin.com/job/1976420025.shtml,AI,35.0,0.5,5,5,2
Ai fabric高阶-互联架构/数据路径架构/流量管理架构/转发架构/协议架构/esl/ rtl leader/dv leader/PD,某上海电子/半导体/集成电路公司,成都,100-150k·15薪,统招本科,10年以上,某上海电子/半导体/集成电路公司 A轮,100-499人,https://www.liepin.com/a/70168919.shtml,AI,125.0,10.0,3,2,5
AI语音产品经理,某大型知名整车制造公司,成都-龙泉驿区,20-40k,统招本科,3年以上,某大型知名整车制造公司 融资未公开,5000-10000人,https://www.liepin.com/a/70798355.shtml,AI,30.0,3.0,3,5,1
AI产品经理,某深圳区块链公司,成都,20-30k,统招本科,经验不限,某深圳区块链公司 融资未公开,100-499人,https://www.liepin.com/a/71184211.shtml,AI,25.0,0.5,3,2,2
AI安全专家,锐捷网络,成都-武侯区,40-70k·15薪,本科,10年以上,锐捷网络 科创板上市,5000-10000人,https://www.liepin.com/job/1978186855.shtml,AI,55.0,10.0,3,5,1
AI产品经理,,成都-青羊区,20-30k,统招本科,经验不限,人力资源服务 已上市,10000人以上,https://www.liepin.com/a/70927991.shtml,AI,25.0,0.5,3,5,2
AI智能体产品经理,某成都大型在线教育公司,成都,25-35k·14薪,学历不限,3-5年,某成都大型在线教育公司 A轮,5000-10000人,https://www.liepin.com/a/69365685.shtml,AI,30.0,4.0,0,5,0
AI课堂总经理,,成都-青羊区,130-180k,硕士,5-10年,培训服务 已上市,10000人以上,https://www.liepin.com/a/70807453.shtml,AI,155.0,7.5,4,5,5
项目负责人/全栈（AI）,某合肥咨询服务公司,成都,20-30k·13薪,硕士,5-10年,某合肥咨询服务公司,100-499人,https://www.liepin.com/a/70788231.shtml,AI,25.0,7.5,4,2,3
AI&大数据架构师（国企）,某知名公司,成都,40-70k,统招本科,10年以上,某知名公司 天使轮,500-999人,https://www.liepin.com/a/71035447.shtml,AI,55.0,10.0,3,3,3
AI销售专家,,成都,45-55k·15薪,本科,3-5年,互联网 已上市,10000人以上,https://www.liepin.com/a/70020621.shtml,AI,50.0,4.0,3,5,1
AI智算网络神经中枢芯片,某上海电子/半导体/集成电路公司,成都,100-150k·20薪,统招本科,10年以上,某上海电子/半导体/集成电路公司 A轮,100-499人,https://www.liepin.com/a/69162631.shtml,AI,125.0,10.0,3,2,5
AI编译器开发(成都),某北京大型电子/半导体/集成电路公司,成都,60-90k,硕士,经验不限,某北京大型电子/半导体/集成电路公司 融资未公开,5000-10000人,https://www.liepin.com/a/70869259.shtml,AI,75.0,0.5,4,5,2
AI产品经理岗,,成都,15-20k,统招本科,3-5年,食品/饮料/酒水 已上市,2000-5000人,https://www.liepin.com/a/71419771.shtml,AI,17.5,4.0,3,0,4
AI园区网络架构师 (MJ017667),锐捷网络,成都-武侯区,30-50k·15薪,统招本科,5年以上,锐捷网络 科创板上市,5000-10000人,https://www.liepin.com/job/1979461717.shtml,AI,40.0,5.0,3,5,1
AI软件工程师（外企）,某北京大型制药公司,成都,40-50k·13薪,硕士,3-5年,某北京大型制药公司 不需要融资,10000人以上,https://www.liepin.com/a/70706827.shtml,AI,45.0,4.0,4,5,1
UI设计师（AI创新方向）,LingoAce,成都-高新区,8-12k·14薪,统招本科,3年以上,LingoAce C轮,1000-2000人,https://www.liepin.com/job/1979235307.shtml,AI,10.0,3.0,3,0,4
AI解决方案售前顾问-飞书渠道,字节跳动,成都-武侯区,20-50k·15薪,本科,3-5年,字节跳动,10000人以上,https://www.liepin.com/job/1978411855.shtml,AI,35.0,4.0,3,5,1
AI中台架构师,某北京大型学术/科研公司,成都,20-40k,统招本科,5-10年,某北京大型学术/科研公司 天使轮,500-999人,https://www.liepin.com/a/71305125.shtml,AI,30.0,7.5,3,3,1
AI产品经理,广州景烁数据科技有限公司,成都-高新区,15-30k·15薪,统招本科,3年以上,广州景烁数据科技有限公司,5000-10000人,https://www.liepin.com/job/1978788275.shtml,AI,22.5,3.0,3,5,1
AI编译器、算子、通信库、ESL、软硬协同、AI WIFI固件、框架、NIC网卡驱动,某北京电子/半导体/集成电路公司,成都,50-70k·16薪,硕士,5年以上,某北京电子/半导体/集成电路公司 D轮及以上,100-499人,https://www.liepin.com/a/71038723.shtml,AI,60.0,5.0,4,2,1
AI产品经理,某深圳大型食品/饮料/酒水公司,成都-武侯区,15-25k·13薪,统招本科,5-10年,某深圳大型食品/饮料/酒水公司 战略融资,10000人以上,https://www.liepin.com/a/71108145.shtml,AI,20.0,7.5,3,5,1
软件工程专家 – AI 开发专家（医药/临床/药物）,某北京大型制药公司,成都,35-55k·14薪,硕士,5-10年,某北京大型制药公司 不需要融资,10000人以上,https://www.liepin.com/a/70726241.shtml,AI,45.0,7.5,4,5,1
AI运营&培训（通威股份总部）(J10797),通威股份,成都-高新区,13-25k·15薪,统招本科,3-5年,通威股份 沪深A股上市,10000人以上,https://www.liepin.com/job/1973179113.shtml,AI,19.0,4.0,3,5,1
产品总监(CRM+AI方向) base成都,某广告/公关/会展公司,成都,45-50k·13薪,统招本科,10年以上,某广告/公关/会展公司,100-499人,https://www.liepin.com/a/70958305.shtml,AI,47.5,10.0,3,2,3
产品经理（AI音频视分析方向）,麦可思数据,成都,20-40k·13薪,统招本科,3年以上,麦可思数据,100-499人,https://www.liepin.com/job/1976855361.shtml,AI,30.0,3.0,3,2,4
AI产品经理,某机械/设备公司,成都,25-35k,学历不限,10年以上,某机械/设备公司 融资未公开,5000-10000人,https://www.liepin.com/a/69471707.shtml,AI,30.0,10.0,0,5,0
AI应用工程师（RAG/Agent),友邦资讯科技(广州)有限公司,成都-高新区,20-45k·13薪,统招本科,2-4年,友邦资讯科技(广州)有限公司 港股上市,2000-5000人,https://www.liepin.com/job/1979281555.shtml,AI,32.5,3.0,3,0,4
AI推理加速研发专家（公有云智能体方向）-成都/上海/北京,某知名公司,成都,40-50k·15薪,统招本科,5-10年,某知名公司 战略融资,2000-5000人,https://www.liepin.com/a/70921529.shtml,AI,45.0,7.5,3,0,3
AI中台技术负责人,某成都专业技术服务公司,成都,70-100k·15薪,本科,经验不限,某成都专业技术服务公司,100-499人,https://www.liepin.com/a/70466361.shtml,AI,85.0,0.5,3,2,2
AI Infra中台负责人（大模型首席架构师）,,成都,90-110k·13薪,本科,5-10年,培训服务 已上市,10000人以上,https://www.liepin.com/a/70383075.shtml,AI,100.0,7.5,3,5,5
AI算法工程师,,成都-青羊区,20-30k,统招本科,经验不限,人力资源服务 已上市,10000人以上,https://www.liepin.com/a/70928067.shtml,AI,25.0,0.5,3,5,2
AI行业客户经理（职教大客户） (MJ001629),北京神州泰岳软件股份有限公司,成都-金牛区,25-40k,本科,3年以上,北京神州泰岳软件股份有限公司 创业板上市,2000-5000人,https://www.liepin.com/job/1974577415.shtml,AI,32.5,3.0,3,0,4
java开发工程师（AI自研项目）,麦可思数据,成都,15-20k·13薪,统招本科,3年以上,麦可思数据,100-499人,https://www.liepin.com/job/1979033191.shtml,AI,17.5,3.0,3,2,4
产品负责人（AI音乐生成方向）,某成都互联网公司,成都,50-75k,学历不限,5-10年,某成都互联网公司 融资未公开,100-499人,https://www.liepin.com/a/70023007.shtml,AI,62.5,7.5,0,2,0
AI Architect,思特沃克软件技术(西安)有限公司,成都-武侯区,40-50k·14薪,统招本科,5-10年,思特沃克软件技术(西安)有限公司,2000-5000人,https://www.liepin.com/job/1977911029.shtml,AI,45.0,7.5,3,0,3
Software QA - AI Tester,雷蛇技术开发(深圳)有限公司,成都-高新区,15-20k·13薪,统招本科,3-5年,雷蛇技术开发(深圳)有限公司 融资未公开,500-999人,https://www.liepin.com/job/1978018743.shtml,AI,17.5,4.0,3,3,4
AI算法工程师,成都万创科技股份有限公司,成都-武侯区,20-40k,硕士,3-5年,成都万创科技股份有限公司 B轮,100-499人,https://www.liepin.com/job/1979207027.shtml,AI,30.0,4.0,4,2,1
算法工程师（AI+医疗方向）,AI领域独角兽,成都,35-65k·14薪,硕士,3-5年,AI领域独角兽 C轮,100-499人,https://www.liepin.com/a/71115467.shtml,AI,50.0,4.0,4,2,1
AI&大数据架构师,某大型学术/科研公司,成都,30-60k·15薪,统招本科,5-10年,某大型学术/科研公司 天使轮,500-999人,https://www.liepin.com/a/70952157.shtml,AI,45.0,7.5,3,3,1
AI产品经理,某国内知名互联网公司,成都,25-40k,统招本科,5-10年,某国内知名互联网公司 已上市,10000人以上,https://www.liepin.com/a/71052441.shtml,AI,32.5,7.5,3,5,1
AI智算网络芯片-IC验证工程师/经理/总监,某上海计算机软件公司,成都,100-120k·15薪,硕士,5年以上,某上海计算机软件公司,1-49人,https://www.liepin.com/a/69549991.shtml,AI,110.0,5.0,4,0,5
AI小说推文,成都明全文化传媒有限公司,成都-武侯区,5-10k,学历不限,1-3年,成都明全文化传媒有限公司,100-499人,https://www.liepin.com/job/1977689359.shtml,AI,7.5,2.0,0,2,0
AI产品经理,某北京大型食品/饮料/酒水公司,成都,20-30k,统招本科,5-10年,某北京大型食品/饮料/酒水公司 战略融资,10000人以上,https://www.liepin.com/a/70836895.shtml,AI,25.0,7.5,3,5,1
AI攻击策略研究员,某成都网络/信息安全公司,成都-锦江区,20-30k·13薪,本科,3-5年,某成都网络/信息安全公司 A轮,50-99人,https://www.liepin.com/a/71045289.shtml,AI,25.0,4.0,3,0,4
AI算法工程师,某成都通信设备公司,成都,21-40k,本科,经验不限,某成都通信设备公司 融资未公开,1-49人,https://www.liepin.com/a/69004975.shtml,AI,30.5,0.5,3,0,2
AI产品经理,某知名公司,成都,15-25k·13薪,硕士,3-5年,某知名公司,1-49人,https://www.liepin.com/a/69357143.shtml,AI,20.0,4.0,4,0,4
医疗AI平台高级研发工程师,,成都,30-40k·16薪,统招本科,5-10年,某大型知名人工智能公司 已上市,10000人以上,https://www.liepin.com/a/70816243.shtml,AI,35.0,7.5,3,5,1
电商运营经理（AI、潮玩、IP、新消费美妆）,某成都工业自动化公司,成都,30-35k,本科,3-5年,某成都工业自动化公司 D轮及以上,100-499人,https://www.liepin.com/a/71000139.shtml,AI,32.5,4.0,3,2,4
AI Infra工程师（全栈方向）,睿思芯科,成都-高新区,20-40k·14薪,本科,经验不限,睿思芯科 B轮,100-499人,https://www.liepin.com/job/1978057307.shtml,AI,30.0,0.5,3,2,2
AI应用工程师（高教大数据咨询领域）,麦可思数据,成都,15-30k·13薪,统招本科,1-5年,麦可思数据,100-499人,https://www.liepin.com/job/1973619571.shtml,AI,22.5,3.0,3,2,4
语言测试/AI车企/外企,新超硕科技(北京)有限公司,成都-高新区,8-10k,本科,经验不限,新超硕科技(北京)有限公司,500-999人,https://www.liepin.com/job/1978911429.shtml,AI,9.0,0.5,3,3,4
AI产品负责人,某成都互联网公司,成都,25-35k,本科,3-5年,某成都互联网公司,50-99人,https://www.liepin.com/a/68938745.shtml,AI,30.0,4.0,3,0,4
AI&大数据架构师,某北京大型学术/科研公司,成都-武侯区,30-50k·14薪,统招本科,5-10年,某北京大型学术/科研公司 天使轮,500-999人,https://www.liepin.com/a/71054417.shtml,AI,40.0,7.5,3,3,1
解决方案售前顾问-AI方向,某上海计算机软件公司,成都,15-25k,本科,3-5年,某上海计算机软件公司 A轮,50-99人,https://www.liepin.com/a/71069033.shtml,AI,20.0,4.0,3,0,4
前端开发工程师（API &AI World平台）,某北京大型工业自动化公司,成都,20-27k·13薪,统招本科,5-10年,某北京大型工业自动化公司 融资未公开,10000人以上,https://www.liepin.com/a/71006023.shtml,AI,23.5,7.5,3,5,1
AI测试专家（国企）,某知名公司,成都,30-60k,统招本科,5-10年,某知名公司 天使轮,500-999人,https://www.liepin.com/a/71035323.shtml,AI,45.0,7.5,3,3,1
前端开发工程师（API &AI World平台）,某北京大型智能硬件公司,成都-金牛区,20-27k,本科,3-5年,某北京大型智能硬件公司 融资未公开,10000人以上,https://www.liepin.com/a/70990401.shtml,AI,23.5,4.0,3,5,1
AI内容创作,某成都大型珠宝/首饰公司,成都,20-40k,大专,3-5年,某成都大型珠宝/首饰公司,500-999人,https://www.liepin.com/a/71229005.shtml,AI,30.0,4.0,2,3,4
AI工程师（甲方代表）（多语言AI聊天机器人项目）,成都固得好海外企业管理有限公司,成都-高新区,20-25k,学历不限,经验不限,成都固得好海外企业管理有限公司,50-99人,https://www.liepin.com/job/1978115879.shtml,AI,22.5,0.5,0,0,0
AI研发工程师-某央企控股,某成都知名公司,成都,25-40k·14薪,统招本科,5年以上,某成都知名公司 战略融资,100-499人,https://www.liepin.com/a/70728437.shtml,AI,32.5,5.0,3,2,1
AI座舱产品经理,某成都大型整车制造公司,成都-龙泉驿区,30-35k·14薪,统招本科,3-5年,某成都大型整车制造公司 战略融资,5000-10000人,https://www.liepin.com/a/71187149.shtml,AI,32.5,4.0,3,5,1
AI职能体产品经理,某成都大型在线教育公司,成都,20-40k,统招本科,经验不限,某成都大型在线教育公司 A轮,5000-10000人,https://www.liepin.com/a/71413985.shtml,AI,30.0,0.5,3,5,2
AI销售专家,某北京IT服务公司,成都,30-60k·15薪,本科,3-5年,某北京IT服务公司,1-49人,https://www.liepin.com/a/70618497.shtml,AI,45.0,4.0,3,0,4
AI解决方案架构师,某成都大型电子商务公司,成都-金牛区,25-40k,统招本科,5-10年,某成都大型电子商务公司 战略融资,500-999人,https://www.liepin.com/a/71079999.shtml,AI,32.5,7.5,3,3,1
AI项目负责人/技术主管,某成都电子/半导体/集成电路公司,成都-温江区,20-30k,本科,3-5年,某成都电子/半导体/集成电路公司 不需要融资,100-499人,https://www.liepin.com/a/70139203.shtml,AI,25.0,4.0,3,2,4
AI大模型/NLP/图像/推荐/机器学习/运筹/运动控制算法工程师,某大型世界500强通信设备公司,成都,20-40k·16薪,统招本科,经验不限,某大型世界500强通信设备公司 战略融资,10000人以上,https://www.liepin.com/a/71219103.shtml,AI,30.0,0.5,3,5,2
AI数字销售经理,某知名公司,成都,15-20k,学历不限,1年以下,某知名公司,50-99人,https://www.liepin.com/a/70473705.shtml,AI,17.5,1.0,0,0,0
AI产品经理,麦可思数据,成都,20-40k·13薪,硕士,3年以上,麦可思数据,100-499人,https://www.liepin.com/job/1977774451.shtml,AI,30.0,3.0,4,2,4
AI算法专家,某北京大型计算机软件公司,成都,40-60k,硕士,10年以上,某北京大型计算机软件公司 融资未公开,2000-5000人,https://www.liepin.com/a/69832569.shtml,AI,50.0,10.0,4,0,3
AI解决方案售前顾问-飞书渠道,字节跳动,成都-高新区,20-40k,本科,3-10年,字节跳动,10000人以上,https://www.liepin.com/job/1978314395.shtml,AI,30.0,6.5,3,5,1
项目经理（数字政府/智慧城市/AI）,某知名公司,成都,25-45k,硕士,5-10年,某知名公司 融资未公开,10000人以上,https://www.liepin.com/a/69063823.shtml,AI,35.0,7.5,4,5,1
HRBP总监-（AI业务）,某成都知名公司,成都,30-40k·16薪,本科,10年以上,某成都知名公司 已上市,1000-2000人,https://www.liepin.com/a/69242573.shtml,AI,35.0,10.0,3,0,3
AI编译器工程师,某大型世界500强通信设备公司,成都,90-120k·16薪,硕士,5-10年,某大型世界500强通信设备公司 战略融资,10000人以上,https://www.liepin.com/a/68949771.shtml,AI,105.0,7.5,4,5,5
算法工程师（AI+医疗大模型）,某知名公司,成都,35-65k,硕士,5-10年,某知名公司 天使轮,500-999人,https://www.liepin.com/a/71035271.shtml,AI,50.0,7.5,4,3,1
AI产品经理,某知名公司,成都,25-45k,硕士,5-10年,某知名公司 融资未公开,10000人以上,https://www.liepin.com/a/68974839.shtml,AI,35.0,7.5,4,5,1
AI Development Engineer（外资三大药企）,世界三大药厂之一,成都,20-40k,硕士,5-10年,世界三大药厂之一 不需要融资,10000人以上,https://www.liepin.com/a/70707113.shtml,AI,30.0,7.5,4,5,1
AI算法工程师（Agent),外资医疗信息技术服务公司,成都,20-30k·13薪,统招本科,1年以上,外资医疗信息技术服务公司,500-999人,https://www.liepin.com/a/71074757.shtml,AI,25.0,1.0,3,3,4
AI团队负责人,某成都电子/半导体/集成电路公司,成都-温江区,20-30k·13薪,学历不限,3-5年,某成都电子/半导体/集成电路公司 不需要融资,100-499人,https://www.liepin.com/a/70072513.shtml,AI,25.0,4.0,0,2,0
AI Engineer,某大型制药公司,成都,25-50k·13薪,硕士,3-5年,某大型制药公司 不需要融资,10000人以上,https://www.liepin.com/a/70704771.shtml,AI,37.5,4.0,4,5,1
AI算法工程師,鸿富锦精密电子(成都)有限公司,成都-高新区,20-50k·13薪,博士,经验不限,鸿富锦精密电子(成都)有限公司,10000人以上,https://www.liepin.com/job/1976420025.shtml,AI,35.0,0.5,5,5,2
Ai fabric高阶-互联架构/数据路径架构/流量管理架构/转发架构/协议架构/esl/ rtl leader/dv leader/PD,某上海电子/半导体/集成电路公司,成都,100-150k·15薪,统招本科,10年以上,某上海电子/半导体/集成电路公司 A轮,100-499人,https://www.liepin.com/a/70168919.shtml,AI,125.0,10.0,3,2,5
AI语音产品经理,某大型知名整车制造公司,成都-龙泉驿区,20-40k,统招本科,3年以上,某大型知名整车制造公司 融资未公开,5000-10000人,https://www.liepin.com/a/70798355.shtml,AI,30.0,3.0,3,5,1
AI产品经理,某深圳区块链公司,成都,20-30k,统招本科,经验不限,某深圳区块链公司 融资未公开,100-499人,https://www.liepin.com/a/71184211.shtml,AI,25.0,0.5,3,2,2
AI安全专家,锐捷网络,成都-武侯区,40-70k·15薪,本科,10年以上,锐捷网络 科创板上市,5000-10000人,https://www.liepin.com/job/1978186855.shtml,AI,55.0,10.0,3,5,1
AI产品经理,,成都-青羊区,20-30k,统招本科,经验不限,人力资源服务 已上市,10000人以上,https://www.liepin.com/a/70927991.shtml,AI,25.0,0.5,3,5,2
AI智能体产品经理,某成都大型在线教育公司,成都,25-35k·14薪,学历不限,3-5年,某成都大型在线教育公司 A轮,5000-10000人,https://www.liepin.com/a/69365685.shtml,AI,30.0,4.0,0,5,0
AI课堂总经理,,成都-青羊区,130-180k,硕士,5-10年,培训服务 已上市,10000人以上,https://www.liepin.com/a/70807453.shtml,AI,155.0,7.5,4,5,5
项目负责人/全栈（AI）,某合肥咨询服务公司,成都,20-30k·13薪,硕士,5-10年,某合肥咨询服务公司,100-499人,https://www.liepin.com/a/70788231.shtml,AI,25.0,7.5,4,2,3
AI&大数据架构师（国企）,某知名公司,成都,40-70k,统招本科,10年以上,某知名公司 天使轮,500-999人,https://www.liepin.com/a/71035447.shtml,AI,55.0,10.0,3,3,3
AI销售专家,,成都,45-55k·15薪,本科,3-5年,互联网 已上市,10000人以上,https://www.liepin.com/a/70020621.shtml,AI,50.0,4.0,3,5,1
AI智算网络神经中枢芯片,某上海电子/半导体/集成电路公司,成都,100-150k·20薪,统招本科,10年以上,某上海电子/半导体/集成电路公司 A轮,100-499人,https://www.liepin.com/a/69162631.shtml,AI,125.0,10.0,3,2,5
AI编译器开发(成都),某北京大型电子/半导体/集成电路公司,成都,60-90k,硕士,经验不限,某北京大型电子/半导体/集成电路公司 融资未公开,5000-10000人,https://www.liepin.com/a/70869259.shtml,AI,75.0,0.5,4,5,2
AI产品经理岗,,成都,15-20k,统招本科,3-5年,食品/饮料/酒水 已上市,2000-5000人,https://www.liepin.com/a/71419771.shtml,AI,17.5,4.0,3,0,4
AI园区网络架构师 (MJ017667),锐捷网络,成都-武侯区,30-50k·15薪,统招本科,5年以上,锐捷网络 科创板上市,5000-10000人,https://www.liepin.com/job/1979461717.shtml,AI,40.0,5.0,3,5,1
AI软件工程师（外企）,某北京大型制药公司,成都,40-50k·13薪,硕士,3-5年,某北京大型制药公司 不需要融资,10000人以上,https://www.liepin.com/a/70706827.shtml,AI,45.0,4.0,4,5,1
UI设计师（AI创新方向）,LingoAce,成都-高新区,8-12k·14薪,统招本科,3年以上,LingoAce C轮,1000-2000人,https://www.liepin.com/job/1979235307.shtml,AI,10.0,3.0,3,0,4
AI解决方案售前顾问-飞书渠道,字节跳动,成都-武侯区,20-50k·15薪,本科,3-5年,字节跳动,10000人以上,https://www.liepin.com/job/1978411855.shtml,AI,35.0,4.0,3,5,1
AI中台架构师,某北京大型学术/科研公司,成都,20-40k,统招本科,5-10年,某北京大型学术/科研公司 天使轮,500-999人,https://www.liepin.com/a/71305125.shtml,AI,30.0,7.5,3,3,1
