name,company,place,salary,education,experience,label,scale,href,key_word
量化开发工程师（python）,,北京-房山区,40-60k·16薪,本科,3年以下,某深圳人力资源服务公司,1-49人,https://www.liepin.com/a/70298737.shtml,Python
c++、python,某北京大型计算机软件公司,北京,15-20k,统招本科,5年以上,某北京大型计算机软件公司 融资未公开,2000-5000人,https://www.liepin.com/a/70728519.shtml,Python
Python开发工程师,某深圳世界500强公司,北京,15-30k·14薪,统招本科,经验不限,某深圳世界500强公司 战略融资,10000人以上,https://www.liepin.com/a/71082687.shtml,Python
服务端工程师(go/python),,北京,30-60k·14薪,本科,3-5年,人工智能 已上市,1000-2000人,https://www.liepin.com/a/71289881.shtml,Python
AI后端开发-Java/Python,某云计算/大数据公司,北京,25-35k,统招本科,3-5年,某云计算/大数据公司 A轮,50-99人,https://www.liepin.com/a/70474409.shtml,Python
Python开发工程师,某北京大型互联网公司,北京-海淀区,22-28k,硕士,经验不限,某北京大型互联网公司 融资未公开,1000-2000人,https://www.liepin.com/a/70705983.shtml,Python
【头部金融公司】Python开发工程师，北京/上海,某北京基金/证券/期货公司,北京-海淀区,30-60k·16薪,统招本科,经验不限,某北京基金/证券/期货公司 融资未公开,100-499人,https://www.liepin.com/a/69501407.shtml,Python
Python开发（量化-base北上杭深港）,百亿量化私募公司,北京,35-65k·19薪,本科,经验不限,百亿量化私募公司 融资未公开,100-499人,https://www.liepin.com/a/67264759.shtml,Python
Python开发工程师,,北京-房山区,40-60k·16薪,本科,1-3年,某深圳人力资源服务公司,1-49人,https://www.liepin.com/a/70298841.shtml,Python
Python开发工程师,,北京,20-40k·15薪,统招本科,3-10年,某北京人工智能公司 A轮,1-49人,https://www.liepin.com/a/71404013.shtml,Python
【头部量化基金】数据开发专家，需精通 Python+Numpy+Pandas,某北京基金/证券/期货公司,北京-海淀区,30-60k·18薪,统招本科,经验不限,某北京基金/证券/期货公司 融资未公开,100-499人,https://www.liepin.com/a/66479311.shtml,Python
Python开发工程师,某上海大型专业服务公司,北京,15-30k,统招本科,经验不限,某上海大型专业服务公司 融资未公开,10000人以上,https://www.liepin.com/a/70851959.shtml,Python
Python开发工程师,,北京,30-40k·16薪,学历不限,3-5年,互联网 已上市,10000人以上,https://www.liepin.com/a/69670811.shtml,Python
Python开发工程师,某大型通信设备公司,北京-海淀区,12-24k,学历不限,经验不限,某大型通信设备公司 战略融资,10000人以上,https://www.liepin.com/a/71158735.shtml,Python
,,,,,,,,https://www.liepin.com/job/1965980989.shtml,Python
Python开发工程师,某北京大型互联网公司,北京-海淀区,15-30k,硕士,3-5年,某北京大型互联网公司 融资未公开,1000-2000人,https://www.liepin.com/a/68947743.shtml,Python
中高级python开发,某北京互联网公司,北京-石景山区,20-40k,大专,经验不限,某北京互联网公司 天使轮,50-99人,https://www.liepin.com/a/70639521.shtml,Python
Python后端开发工程师,知名外企,北京-海淀区,15-30k·14薪,本科,1-3年,知名外企 融资未公开,10000人以上,https://www.liepin.com/a/70192013.shtml,Python
Python后端开发工程师,某北京专业技术服务公司,北京,12-17k·14薪,统招本科,经验不限,某北京专业技术服务公司 A轮,1-49人,https://www.liepin.com/a/71143491.shtml,Python
Python数据开发工程师,某知名公司,北京,30-60k·14薪,统招本科,经验不限,某知名公司 融资未公开,100-499人,https://www.liepin.com/a/71138899.shtml,Python
Python开发工程师（算法）,某上海大型专业服务公司,北京,15-30k,统招本科,经验不限,某上海大型专业服务公司 融资未公开,10000人以上,https://www.liepin.com/a/70853561.shtml,Python
,,,,,,,,https://www.liepin.com/job/1966288881.shtml,Python
Python工程师,某知名公司,北京,20-40k,统招本科,经验不限,某知名公司 已上市,2000-5000人,https://www.liepin.com/a/69589995.shtml,Python
Python开发工程师,某科技金融公司,北京,25-50k,硕士,5年以上,某科技金融公司,500-999人,https://www.liepin.com/a/70062979.shtml,Python
量化开发工程师（Python）,某北京基金/证券/期货公司,北京,60-90k·14薪,硕士,经验不限,某北京基金/证券/期货公司 不需要融资,50-99人,https://www.liepin.com/a/70500343.shtml,Python
Python后端工程师（上市公司/Agent项目）,,北京,30-50k,统招本科,经验不限,计算机软件 已上市,5000-10000人,https://www.liepin.com/a/70684293.shtml,Python
Python开发工程师,某大型制药公司,北京,20-25k,统招本科,3-5年,某大型制药公司 战略融资,500-999人,https://www.liepin.com/a/71206231.shtml,Python
AI医疗大模型工程师（python）,某北京医疗健康公司,北京,19-35k,统招本科,3年以上,某北京医疗健康公司,50-99人,https://www.liepin.com/a/70687945.shtml,Python
Python数据开发工程师,某北京基金/证券/期货公司,北京,30-50k·16薪,学历不限,1-8年,某北京基金/证券/期货公司 不需要融资,1-49人,https://www.liepin.com/a/70775517.shtml,Python
Python后端开发工程师,,北京-海淀区,20-30k·15薪,统招本科,5-10年,某北京人工智能公司 A轮,1-49人,https://www.liepin.com/a/71415573.shtml,Python
【头部量化基金】测试开发工程师，（需精通 Python 开发）,某北京基金/证券/期货公司,北京,30-50k·16薪,统招本科,5年以上,某北京基金/证券/期货公司 融资未公开,100-499人,https://www.liepin.com/a/68863309.shtml,Python
后端开发工程师（go/python）,某北京基金/证券/期货公司,北京,30-45k·16薪,本科,经验不限,某北京基金/证券/期货公司 融资未公开,100-499人,https://www.liepin.com/a/70708031.shtml,Python
Software Developer（Java或Python后端开发）北京-Amazon,某上海大型专业技术服务公司,北京,20-30k,本科,3-5年,某上海大型专业技术服务公司 融资未公开,10000人以上,https://www.liepin.com/a/68158953.shtml,Python
